	pr	hub	auth	eccentricity	closeness	betweenness	degree_cen	eigen
Henry Phillips	0.00010845707624969973	0.0008558588391181265	0.0	5	0.3545891699770019	0.00014876411617545368	0.004127358490566038	0.006812425518779951
Janet Varney	0.00010845707624969973	0.0016006550582366315	0.0	5	0.289419795221843	0.010579829763959782	0.04363207547169811	0.00364064739408295
David Koechner	0.00010845707624969973	5.415360704701646e-05	0.0	4	0.3838841104572205	0.0001881238216717824	0.00884433962264151	0.03535802912185552
Drew Monson	0.00010845707624969973	0.0005843167588127888	0.0	4	0.3202416918429003	0.0001703866998003921	0.001768867924528302	0.013725591638471308
Scott Simpson	0.00010845707624969973	0.0005262635189484768	0.0	5	0.3068017366136035	5.635794785257083e-06	0.001768867924528302	0.028827229493489752
LeVar Burton	0.00010845707624969973	0.00016632290282837925	0.0	5	0.3610815414094103	7.613418167114266e-05	0.0076650943396226415	0.0012824553768953095
Patrick Keane	0.00010845707624969973	0.00043625066935913307	0.0	4	0.3585623678646934	7.462168097026602e-08	0.0023584905660377358	0.00885135740967834
Larry Wilmore	0.00010845707624969973	0.0007213450083604504	0.0	4	0.37958818263205013	0.00015516715561864728	0.005896226415094339	0.009660963224497556
Scott Thompson	0.00010845707624969973	0.0	0.0022015490338960944	5	0.27716947213596993	1.2649453290628778e-08	0.001768867924528302	0.004734274644868709
Jason Gots	0.0010377215223514042	0.0035272702915764825	0.0	5	0.31524163568773234	0.00041765233243609874	0.0029481132075471696	0.009834793673448188
Matt Braunger	0.00010845707624969973	0.00026183763294443694	0.0	5	0.35113871635610766	0.0004550795517231545	0.003537735849056604	0.012363259710836676
Robert Rodriguez	0.00010845707624969973	0.0010393846976985348	0.0	5	0.3019405376535517	1.0082897550501202e-08	0.001768867924528302	0.012246201973414245
Jessica St. Clair	0.00010845707624969973	5.415360704701646e-05	0.0	4	0.3590177815410669	0.001012300770056702	0.004127358490566038	0.06027979073631466
Hoodie Allen	0.00010845707624969973	8.8045242066224e-06	0.0	5	0.334384858044164	1.1037051771775799e-05	0.0029481132075471696	0.0043091608643397415
Celtics guard Isaiah Thomas	0.00010845707624969973	0.00045205611717792545	0.0	5	0.3548117154811716	0.009986384115461423	0.023584905660377357	0.00015141512664143
Josh Martin	0.00010845707624969973	0.0003373117786532145	0.0	4	0.4015151515151515	0.0003995751166283299	0.012382075471698112	0.0012824553768953095
Robert Patrick	0.00010845707624969973	0.002220890138836461	0.0	5	0.33744528452049344	4.92133879384773e-05	0.001768867924528302	0.00015141512664143
Greg Proops	0.00010845707624969973	0.001758377776526339	0.0	6	0.2248442264351054	1.9743403446859783e-07	0.004127358490566038	0.009723650955388982
Kate Berlant	0.00010845707624969973	8.8045242066224e-06	0.0	5	0.27716947213596993	1.2649453290628778e-08	0.001768867924528302	0.0062103673827382504
USA Today's Sam Amick	0.00010845707624969973	0.0005494457971208554	0.0	6	0.2248442264351054	1.9743403446859783e-07	0.004127358490566038	0.038414337135460226
Jimmy Carr	0.00010845707624969973	4.376934398027579e-05	0.0	5	0.3216995447647951	1.539312247835635e-07	0.0029481132075471696	0.030949848920243654
Kevin Kelly	0.00010845707624969973	0.0003118582923885318	0.0	4	0.3480402216293864	0.00020723033303299875	0.003537735849056604	0.00015141512664143
Chad Coleman	0.00010845707624969973	0.001762368208784271	0.0	4	0.40730067243035545	0.0010026577188480843	0.00884433962264151	0.009563089143245681
Rob Huebel	0.00010845707624969973	0.00015048744706596637	0.0	5	0.38095238095238093	4.392141771182578e-05	0.007075471698113208	0.0011035215352319455
Jonny Loquasto	0.00010845707624969973	0.0001220061551971891	0.0	4	0.36797569971794314	0.00022016205919016184	0.008254716981132075	0.007208052509258015
Tommy Wiseau	0.00010845707624969973	0.0014258405165639692	0.02876083349438135	6	0.2248442264351054	1.9743403446859783e-07	0.004127358490566038	0.03489727340442542
Chris Hardwick	0.022544799625991183	0.00045499637398579523	0.0	5	0.3473986071282261	1.8590020642794782e-05	0.0023584905660377358	0.00359759677416781
Colin Quinn	0.00010845707624969973	0.0006467339418757078	0.0	5	0.2913588730458684	5.084991591959667e-05	0.0029481132075471696	0.0033735266498729263
George Perez	0.00010845707624969973	0.0010302524251028637	0.0	4	0.34415584415584416	1.754053637617525e-06	0.001768867924528302	0.15425002931000406
Ms. Pat	0.00010845707624969973	0.0009587731642677327	0.0	4	0.3880118965911691	0.0003519731715447369	0.010023584905660377	0.007169716682652924
Gary Gulman	0.00010845707624969973	0.0009218356751929789	0.007690057176737729	5	0.2868256384238119	0.0	0.001768867924528302	0.012722746813410428
Emily V. Gordon	0.015013819872120361	0.0008025397598379758	0.0	5	0.2888775336399251	6.369970542446087e-08	0.001768867924528302	0.020031633616768074
Joel Kim Booster	0.00010845707624969973	8.8045242066224e-06	0.0	5	0.27635652598989735	1.0184160806936795e-05	0.001768867924528302	0.016775239745620778
Hillsong pastor	0.00010845707624969973	0.0002005139472607452	0.0	4	0.4894660894660895	0.13177253043146808	0.16745283018867924	0.013963071289361702
Robert Greene	0.00010845707624969973	8.781355560299184e-08	0.0001205425623693257	5	0.34049387673158	8.295709458140633e-05	0.0023584905660377358	0.012763930025074442
Russ Roberts	0.0006758016185853778	0.0002069639838377568	0.0	5	0.3350454365863295	8.089766639355614e-09	0.0029481132075471696	0.00015141512664143
Beck Bennett	0.00010845707624969973	0.0001860903305304172	0.0	4	0.35407098121085595	1.9296430243024658e-05	0.004127358490566038	0.0038164448298650096
Nat Faxon	0.00010845707624969973	0.00017844204843336093	0.0	5	0.32932038834951455	2.3829942291963347e-07	0.0029481132075471696	0.0005628794006854065
Joel Salatin	0.00010845707624969973	0.0013031297268803436	0.0	5	0.3274131274131274	0.0002070971173322915	0.004127358490566038	0.011853701919607851
Drew Tarver	0.00010845707624969973	0.0005771549975629706	0.0	4	0.37984322508398655	0.0010985663429086627	0.005896226415094339	0.005380694900091338
Judd Apatow	0.00010845707624969973	0.000213217964639794	0.0	6	0.2248442264351054	1.9743403446859783e-07	0.004127358490566038	0.003379828395429235
Brea Grant	0.00010845707624969973	0.00019911330326123272	0.0	5	0.3266563944530046	3.60003546600731e-06	0.0023584905660377358	0.005108922983960329
Douglas Rushkoff	0.00010845707624969973	0.00021009176486077216	0.0	5	0.2847548690396239	0.0016275927324352845	0.012382075471698112	0.02400604161137817
Drew McWeeny	0.00010845707624969973	6.07420152172017e-06	6.313205409736181e-05	5	0.31268436578171094	3.3597780421745955e-05	0.0023584905660377358	0.011150992483162554
Chris Locke	0.00010845707624969973	0.0001527960786157446	0.0	5	0.3255278310940499	0.0	0.001768867924528302	0.003920107313002932
Julia Galef	0.0005539611800681964	0.0003102254323635948	0.0	5	0.3054204934269764	1.2374672507924047e-07	0.0029481132075471696	0.004991672195609276
Ego Nwodim	0.00010845707624969973	0.0005991725376674043	0.0	4	0.40256349394730595	0.0023423293306733214	0.007075471698113208	0.004136046648558329
Zoe Lister-Jones	0.00010845707624969973	5.096803040191206e-05	0.0	5	0.3383878691141261	7.462168097026602e-08	0.0029481132075471696	0.00040798743339602296
Andy Dick	0.00010845707624969973	2.298248923162843e-05	0.0	5	0.32747634678509363	6.552199515333507e-05	0.0023584905660377358	0.0038981702608777077
Cory Booker	0.00010845707624969973	4.333523996826357e-05	0.0	5	0.29717890310145434	7.424091649998484e-08	0.0029481132075471696	0.005402593202210473
Tommy Robinson	0.00010845707624969973	0.0001340120665890942	0.0	5	0.30296534476598785	1.202247101487087e-06	0.001768867924528302	0.012911076369234636
Gretchen Rubin	0.00010845707624969973	7.220174452137219e-05	0.003057548383742406	5	0.27922291735265065	0.0010392070348596769	0.0076650943396226415	0.0011642855482352327
Skylar Astin	0.00010845707624969973	0.0010221981803706958	0.0	5	0.3006559120723276	6.671550842625899e-06	0.0023584905660377358	0.0005127362640413867
Jeremy Carter	0.0007611955928294017	5.243704777633862e-05	0.0	5	0.3305398557786007	6.199120965282347e-05	0.0029481132075471696	0.000983707907075927
Pauly Shore	0.00010845707624969973	0.0	0.0005042161755035911	4	0.350558081852005	4.789927668991185e-05	0.004127358490566038	0.003711810723754182
Mark Evanier	0.00010845707624969973	0.0	0.00028053850481884514	5	0.3023711891602781	6.836471520047566e-05	0.0029481132075471696	0.015046812333210272
Jim Rome	0.0001688707686738293	8.8045242066224e-06	0.0	5	0.2604022723783203	0.0	0.001768867924528302	0.020564793998885975
Ethan Klein	0.000965764444601913	0.001096106042604777	0.0	5	0.29021218343600275	5.601864085239953e-05	0.0029481132075471696	0.0012408844715896977
Howard Beck	0.00010845707624969973	0.0014922156078502166	0.0	5	0.29226262278132	7.205384785801203e-08	0.001768867924528302	0.0020230765064446856
Nick Swardson	0.00010845707624969973	0.0008176596321181795	0.0	5	0.3245933014354067	0.0004621508430201271	0.01945754716981132	0.001457565228278399
Andy Haynes	0.00010845707624969973	0.00015565039275596508	0.0	5	0.37184827888620914	0.0001633962842060042	0.006485849056603773	0.00015141512664143
Amanda Brooke Perrin	0.00010845707624969973	0.000553725180099014	0.0	5	0.28422993128875484	1.2205612824290927e-08	0.001768867924528302	0.01866057888139084
Mano Agapion	0.00010845707624969973	0.0003353323135518247	0.0	5	0.3106796116504854	0.0008735449117380193	0.0047169811320754715	0.02517408783633204
Dave Waite	0.00010845707624969973	0.0013314972539563016	0.0	5	0.2967109867039888	0.0007115297797057607	0.007075471698113208	0.011500764406695181
Barry Crimmins	0.00010845707624969973	0.0011821008342977968	0.0	6	0.2248442264351054	1.9743403446859783e-07	0.004127358490566038	0.004379705048353808
Sean Jordan	0.00010845707624969973	0.00026060407830487756	0.0	4	0.3743103067755462	2.898472188586621e-05	0.0029481132075471696	0.011621270318054558
Matt Walsh	0.00010845707624969973	0.0009724888352382857	0.0	4	0.36877582083061533	4.477779855926326e-05	0.005306603773584905	0.006309673525031025
Mike Judge	0.00010845707624969973	0.0011063066597441292	0.0	5	0.3483976992604766	3.7666242805327935e-05	0.004127358490566038	0.020131404025819286
Melissa Villaseñor	0.00010845707624969973	0.00012322963459918224	0.0	5	0.3037249283667622	1.8801280436607913e-06	0.001768867924528302	0.021071177573833068
Brooke Van Poppelen	0.00010845707624969973	0.000505935404468336	0.0	5	0.3326142380858992	1.3208630903687931e-05	0.003537735849056604	0.0050693541949243595
Alana Johnston	0.00010845707624969973	0.000545171654317853	0.0	5	0.27712418300653596	1.585319996912095e-05	0.001768867924528302	0.014454758205442434
Heather McDonald	0.00010845707624969973	0.0002165801652002189	0.00016248050899138805	5	0.32874588098468693	9.342663022157435e-06	0.0023584905660377358	0.017490013451306557
Lee Syatt	0.00010845707624969973	0.0013746821297246452	0.0	5	0.34485563237088246	6.395143229584616e-06	0.0029481132075471696	0.0029063494018962046
Jocko Willink	0.0005893484435091385	0.0020349852142076273	0.0023667598963308897	4	0.3745583038869258	0.0011182797587257047	0.007075471698113208	0.011260649469808558
Brian Scolaro	0.00010845707624969973	0.0007283890561120644	0.0	5	0.3370429252782194	9.341911786605435e-06	0.001768867924528302	0.0003397011754192855
Marc Maron	0.0016464134253839843	9.897148498138946e-06	0.0	5	0.3504132231404959	4.588406302464923e-09	0.001768867924528302	0.010904599488865593
Daryl Wright	0.00010845707624969973	0.00022644562992430277	0.0	5	0.3367752184273233	3.22319667853007e-05	0.003537735849056604	0.004599610800214753
William MacAskill	0.00010845707624969973	0.00012558784741983887	0.0	5	0.2902618517884648	1.2374672507924047e-07	0.001768867924528302	0.02148727762551256
Robert Sapolsky	0.00010845707624969973	0.0004946577837625736	0.0	5	0.33865814696485624	1.9601190311108246e-05	0.0047169811320754715	0.04964659514152555
Andrew Goldstein	0.00010845707624969973	0.00027047559673876653	0.0	5	0.2701497292131252	8.532394864508892e-05	0.001768867924528302	0.012349214748211407
Bryan Safi	0.00010845707624969973	0.00013989240733191347	0.0	5	0.3449959316517494	1.0986525749782061e-05	0.0029481132075471696	0.0002643642890744814
Ms Pat	0.00010845707624969973	0.0002115587862303635	0.0	5	0.32951233728385465	0.00020243754960792688	0.005306603773584905	0.0050033714285919436
Katie Dippold	0.00010845707624969973	0.0004960501050721705	0.0	5	0.34527687296416937	5.557178267735041e-05	0.004127358490566038	0.016813293641729392
Brian Stann	0.00010845707624969973	0.001547904564454473	0.0	4	0.43331630045988756	0.01672263592754246	0.02712264150943396	0.00780328468389497
Lily Tomlin	0.00010845707624969973	8.8045242066224e-06	0.0	5	0.3404255319148936	1.3916407009308689e-05	0.0023584905660377358	0.0064011481143770145
Judah Friedlander	0.00010845707624969973	0.00021441682652607806	0.0	5	0.2701067048893136	8.909683829977706e-05	0.0023584905660377358	0.00455132726536429
Rookie	0.00010845707624969973	0.0003559694987959988	0.0	5	0.3330714846818539	4.775419161577017e-05	0.001768867924528302	0.0045193428491043545
Sen Dog	0.00010845707624969973	0.0010984208961391875	0.0	5	0.3436676798378926	6.782727852731689e-05	0.003537735849056604	0.00763129197373587
Lucas Brothers	0.00010845707624969973	8.8045242066224e-06	0.0	5	0.31530024168060977	7.060362725045282e-05	0.003537735849056604	0.02587839773987466
Trevor Moore	0.00010845707624969973	0.0005665999465636668	0.0	5	0.31843785204656405	1.546044291076851e-08	0.001768867924528302	0.00015141512664143
Michael D. Ratner	0.00010845707624969973	4.7109508985946786e-05	0.0	5	0.298749339439845	1.827429691659909e-06	0.0023584905660377358	0.004729087539738237
Dave Coulier	0.00010845707624969973	0.000521729151458995	0.0	5	0.3231707317073171	1.1595332183076382e-08	0.001768867924528302	0.009068211272904985
Maria Popova	0.00010845707624969973	0.0009358005339733332	0.0	4	0.355406538139145	9.288649608362174e-05	0.0023584905660377358	0.020399133276542466
Jason Ellis	0.00010845707624969973	0.000841418252661697	0.0	4	0.38979544932199495	0.0005151254590259815	0.006485849056603773	0.00015141512664143
Mike Birbiglia	0.00010845707624969973	0.0002367462172046872	0.0	6	0.2248442264351054	1.9743403446859783e-07	0.004127358490566038	0.010164614484874674
Sam Jay	0.00010845707624969973	8.8045242066224e-06	0.0	5	0.32018123466112897	1.1595332183076382e-08	0.001768867924528302	0.000980100721339707
Earl Skakel	0.00010845707624969973	0.00018710460153686736	0.0	5	0.32446910273579493	7.771353551966262e-06	0.0029481132075471696	0.011932074011015087
CBS Sports columnist Gary Parrish	0.00010845707624969973	4.4174252904916736e-05	0.00041691860865395635	6	0.2248442264351054	1.9743403446859783e-07	0.004127358490566038	0.015675991739787374
Doug Lussenhop	0.00010845707624969973	0.0004478173586935482	0.0	5	0.3440162271805274	0.0008138701608468225	0.014150943396226415	0.012393303961451572
Lewis Howes	0.0013422520699306404	0.00044830396207819017	0.0	5	0.3464052287581699	0.0	0.001768867924528302	0.00521047788001949
Allie Goertz	0.00010845707624969973	0.00025702120731518376	0.0	5	0.29603770291499387	1.0440788079339137e-05	0.001768867924528302	0.020543545549686223
Brian Huskey	0.00010845707624969973	0.0007380909121611901	0.0	5	0.34345889023896314	0.00011719112919946837	0.005306603773584905	0.005578332150415038
Lee Camp	0.00010845707624969973	0.0005362651071649156	0.0	4	0.3844933121741102	0.000676455333160989	0.0047169811320754715	0.0030029132211966928
Jonathan Katz	0.00010845707624969973	0.0006004751505769509	0.0	5	0.335775094040784	4.186401839563483e-06	0.001768867924528302	0.007364638469119231
Judy Greer	0.00010845707624969973	3.1986527079018445e-06	0.0	5	0.3003896563939072	8.089766639355614e-09	0.001768867924528302	0.0076974807140641355
Kliph Nesteroff	0.00010845707624969973	0.0006088597583768266	0.0	4	0.373568281938326	8.39959015702966e-05	0.006485849056603773	0.00483681333134899
Troy Carter	0.00010845707624969973	0.001632400357771242	0.0	5	0.3047071505569529	1.0082897550501202e-08	0.001768867924528302	0.011793937749818306
Allan McLeod	0.00010845707624969973	4.242801554945188e-05	0.0	5	0.31760299625468164	0.0025984467617758116	0.017099056603773585	0.009073578931308548
Emily Heller	0.00010845707624969973	5.415360704701646e-05	0.0	5	0.32785617630001934	7.462168097026602e-08	0.001768867924528302	0.00934128270261671
Mark Cuban	0.00010845707624969973	0.0005323876807247121	0.0	5	0.31606410734252705	7.462168097026602e-08	0.001768867924528302	4.0717415635172143e-05
Gigi Gorgeous	0.00010845707624969973	0.002763205573418369	0.0073213965495095585	5	0.32609113631993847	0.0	0.001768867924528302	0.011628603082533101
Jamie Denbo	0.00010845707624969973	0.000984678336906139	0.0	5	0.34897119341563787	3.309725333103317e-07	0.001768867924528302	0.026466035307765024
