	pr	hub	auth	eccentricity	closeness	betweenness	degree_cen	eigen
Eddie Pepitone	0.00010845707624969973	1.9804348027599035e-05	0.0	5	0.2946490618485059	6.32472664531439e-08	0.0023584905660377358	0.003291793014525966
Mitch Landrieu	0.00010845707624969973	0.0008623550497096234	0.0	5	0.28332776478449717	5.7047442681829064e-05	0.001768867924528302	0.002411690552779072
Jon Reep	0.00010845707624969973	0.00035553453607414543	0.0	5	0.31256911168448215	1.929714582755749e-05	0.0023584905660377358	0.007062918277669432
Reza Aslan	0.00010845707624969973	0.000348097494176318	0.0	4	0.4075943282864696	0.0034755751828900974	0.030660377358490566	0.07627218643770227
Will Sasso	0.00010845707624969973	1.6471270673032502e-05	0.0	5	0.3239732569245463	9.136356298340734e-05	0.0029481132075471696	0.007056207767587004
Saru Jayaraman	0.00010845707624969973	0.001362630810609967	0.0	5	0.33570863024544734	5.483729484982492e-05	0.003537735849056604	0.01554894547068696
Matt McCarthy	0.00010845707624969973	0.0003639081606226522	0.0	4	0.38466772510773417	0.01874489141858905	0.0347877358490566	0.01803291531104522
Eli Braden	0.00010845707624969973	9.62137209043941e-05	0.0	5	0.345769622833843	1.1235186840068158e-05	0.004127358490566038	0.020232913350042084
Laura Dern	0.00010845707624969973	0.000736368354390649	0.0	4	0.4242121060530265	0.0013622891110591853	0.015330188679245283	0.06820606079462428
Adam Pally	0.00010845707624969973	0.0016679090611519593	0.0	5	0.2764916856863384	5.006433500087986e-06	0.001768867924528302	0.0004528460277977859
Tiffany Haddish	0.00010845707624969973	0.0003030822182148432	0.0	5	0.34436548223350255	1.677426855639581e-05	0.005306603773584905	0.01909835743486775
Cliff Bleszinski	0.00010845707624969973	0.0010329657249993963	0.0	4	0.3449257677445597	6.718346331140833e-05	0.001768867924528302	0.006172449981520773
Arden Myrin	0.00010845707624969973	0.0002990522021018039	0.0	5	0.33798326026305303	1.4838034744415789e-05	0.001768867924528302	0.0066782814701907
Cameron Hanes	0.00010845707624969973	5.37473082020666e-05	0.0	5	0.2689928628072958	9.888991408103022e-05	0.001768867924528302	0.0003115349973335756
Wyclef Jean	0.00010845707624969973	0.0013994865297326695	0.0	5	0.3595505617977528	1.7557468069289872e-05	0.0047169811320754715	0.023525633278564197
Felipe Esparza	0.00010845707624969973	0.0007645628840370247	0.0	5	0.32964042759961126	2.2877107413554757e-05	0.0029481132075471696	0.008306012422039275
Aziz Ansari	0.00010845707624969973	0.0018942799109545388	0.008335014862667231	5	0.2751013787510138	2.3745089914042907e-05	0.0023584905660377358	0.0014335263998189554
Sam Tripoli	0.002930615233135183	0.0009253062601334932	0.0	5	0.3606208802891771	0.00018314634426058905	0.005896226415094339	0.014706418036188041
Evan Williams	0.00010845707624969973	0.00025255809767980896	0.0	4	0.381294964028777	0.0013212766835306723	0.009433962264150943	0.03275211448840487
Melissa Rauch	0.00010845707624969973	0.0003059402585105578	0.0	5	0.33879344786256493	4.0845741907904956e-05	0.001768867924528302	0.006789412730664113
Chloe Dykstra	0.00010845707624969973	0.0005442326083416209	0.0	5	0.3477547672749641	8.877863526160482e-05	0.003537735849056604	0.015302403583728908
Brittany Furlan	0.00010845707624969973	0.000570397851036955	0.0	5	0.32304761904761903	8.806581404868138e-09	0.001768867924528302	0.006128270124370694
Jeff Ross	0.00010845707624969973	0.0002874181431466983	0.0	5	0.3056406559740494	0.0006306545092093879	0.003537735849056604	0.001863073424196079
Jeff Richards	0.00010845707624969973	0.0007059329111892032	0.0	4	0.35510887772194305	1.6776431818588706e-05	0.007075471698113208	0.029079974203240752
Thomas Dale	0.00010845707624969973	0.0007770175524596632	0.0010328428526076192	4	0.3701440419030991	0.00044402329045896557	0.003537735849056604	0.014680525119116555
Kevin Smith	0.005371003085475227	0.0014911223209608025	0.0	5	0.38371040723981903	0.01181971008797298	0.0607311320754717	0.06981315321907591
Geoff Tate	0.00010845707624969973	0.0018340288407100787	0.0	5	0.3240970762468947	0.0006868507415020576	0.0029481132075471696	0.013863734455142013
Liza Treyger	0.00010845707624969973	0.004069043854970158	0.0	5	0.3316386390301134	1.4274235450466616e-05	0.001768867924528302	0.0042934364686663335
Nick Thune	0.00010845707624969973	9.218863455928708e-05	0.0	4	0.4061302681992337	0.0020377169786714947	0.011792452830188678	0.05213400351020273
Al Pacino	0.00010845707624969973	0.0002564271781418799	0.0	5	0.3165360209033221	0.0001876525943762738	0.0029481132075471696	0.009020555441263019
Fight Nanny	0.00010845707624969973	0.000570399467766991	0.0	5	0.34811165845648606	0.0004928351457495621	0.003537735849056604	0.010730638860625169
David Feldman	0.00010845707624969973	0.0005669023668903347	0.0	5	0.3153588694682038	3.104467674530135e-06	0.0029481132075471696	0.008072813320423654
Joel McHale	0.00010845707624969973	0.00013763997309977622	0.0	5	0.32188271019168724	2.3041363462088855e-05	0.001768867924528302	0.01030678272638911
Ron Placone	0.00010845707624969973	0.0002011356481281104	0.0	4	0.3578814095800802	0.00023284315414046568	0.003537735849056604	0.020509089346242307
Anders Holm	0.00010845707624969973	0.00017821012265921275	0.0	5	0.3525254624818125	3.8376073682679695e-05	0.005306603773584905	0.02609948062082533
Danny Brown	0.00010845707624969973	0.0	0.0006357099398547382	5	0.3520863608054806	0.00014560693433832757	0.007075471698113208	0.028800137378241573
Andy Zaltzman	0.00025773385132425876	0.00161923370515356	0.0	4	0.4284992420414351	0.0021617079161973746	0.01474056603773585	0.07227889193470227
Bobcat Goldthwait	0.00010845707624969973	0.00027034903281512786	0.0	5	0.28304405874499333	0.0005259127007398635	0.0023584905660377358	0.0013775899409661013
Wil Wheaton	0.00010845707624969973	7.818423179339334e-05	0.0	5	0.3158875023281803	1.458414581442079e-07	0.001768867924528302	0.0056394552475617
Joel Edgerton	0.00010845707624969973	0.0003008599855884613	0.0	5	0.33544303797468356	2.5103128369587428e-05	0.004127358490566038	0.012562664993100051
Daniel Pinchbeck	0.00010845707624969973	0.000742323875716911	0.0	4	0.3564522908785204	5.3388977195466654e-06	0.001768867924528302	0.009567285943455071
Kevin Shea	0.00010845707624969973	0.0007958426196854365	0.0	5	0.2759069464779567	1.8695116513268207e-05	0.0023584905660377358	0.0038822140794817755
Joe Zimmerman	0.00010845707624969973	0.00029385056980543923	0.0	5	0.33008952899961075	0.0013846718411340269	0.015330188679245283	0.005354365159712744
Doug Smith	0.00010845707624969973	7.818423179339334e-05	0.0	5	0.3082515448927663	2.2645607525388728e-05	0.0029481132075471696	0.005609381672392231
Edgar Ramirez	0.00010845707624969973	8.8045242066224e-06	0.0	5	0.3242209902504301	4.49970281104374e-06	0.001768867924528302	0.0025462926045809885
former ESPN analytics guru	0.00010845707624969973	0.00010196997078124617	0.0	5	0.2994350282485876	6.229607156672018e-06	0.0023584905660377358	0.02714096481725255
Jessica Chaffin	0.00010845707624969973	0.0005188667435813897	0.0	4	0.3946021405304793	0.00017245111215507449	0.0047169811320754715	0.006030306417731584
Josh Robert Thompson	0.00010845707624969973	0.0007005697890567296	0.0	5	0.3351116380162023	2.692647728248701e-06	0.001768867924528302	0.001105198355330698
Kenny DeForest	0.00010845707624969973	0.0002115587862303635	0.0	6	0.2667925121912852	6.858784395517926e-06	0.001768867924528302	0.005957812840561428
Rickson Gracie	0.00010845707624969973	0.0002115587862303635	0.0	5	0.32728676186800465	0.0	0.0023584905660377358	0.01446191551618132
Duke Roufus	0.00010845707624969973	1.9033669976161022e-05	0.0	5	0.3209689629068887	6.119689203568953e-06	0.004127358490566038	0.011106323927174505
Jake Tapper	0.00010845707624969973	0.0004411361861036016	0.0	5	0.3262165801115599	4.790244478742458e-06	0.001768867924528302	0.005429955734415529
Mandell Maughan	0.00010845707624969973	0.0013383012818897206	0.0	5	0.37680515441013107	0.00024552532550981937	0.0076650943396226415	0.001105198355330698
Erik Griffin	0.00010845707624969973	8.515862158505446e-05	0.0	5	0.2947002606429192	2.5411624481867125e-07	0.0023584905660377358	0.00015141512664143
Amber Rose	0.00010845707624969973	0.0006609088975675022	0.0	6	0.2667925121912852	6.858784395517926e-06	0.001768867924528302	0.009216829016774597
Seth Rogen	0.00010845707624969973	3.760896009215772e-05	0.0	6	0.2248442264351054	1.9743403446859783e-07	0.004127358490566038	0.009956835393227715
Naveen Jain	0.00010845707624969973	0.001307738633412784	0.0	5	0.31659510920291206	8.123936756538512e-07	0.001768867924528302	0.0045193428491043545
Debra DiGiovanni	0.00010845707624969973	2.006862423440672e-05	0.00018089907595640115	5	0.31606410734252705	7.5861749458454155e-06	0.0023584905660377358	0.0045193428491043545
Conner Moore	0.0005794244539926293	0.00018870708591104838	0.0	5	0.3231707317073171	1.1595332183076382e-08	0.001768867924528302	0.0013772992716859984
Douglas Murray	0.00010845707624969973	0.0009759626559998139	0.0	5	0.3231707317073171	1.1595332183076382e-08	0.001768867924528302	0.008836719716793983
Martha Kelly	0.00010845707624969973	0.0015404497451338127	0.0	5	0.29859154929577464	4.241600967115905e-05	0.0023584905660377358	0.027345486723346368
Joe List	0.00010845707624969973	0.0007621591671770882	0.0	5	0.3094325852946543	2.5650380602070483e-06	0.0023584905660377358	0.002001372598128194
Chris Walsh	0.00010845707624969973	6.548834163824898e-05	0.0	4	0.35092075315539	0.0001739027146921405	0.0076650943396226415	0.0123386899722745
Farrah Abraham	0.00010845707624969973	4.605707170058768e-05	0.0	5	0.2925146602276647	3.8541501998493266e-05	0.0023584905660377358	0.0009232509580638845
Bryan Johnson	0.00010845707624969973	0.0004150282029633187	0.0	4	0.3602378929481733	0.0003985242006462652	0.003537735849056604	0.01923886447106289
Mark Duplass	0.00010845707624969973	0.0003597525753766448	0.0	5	0.2860516107269354	9.712218171719878e-06	0.0023584905660377358	0.001049150852761633
Jake	0.00010845707624969973	0.0024227266402008685	0.016659347964529496	5	0.33144420558921245	1.244985989303064e-05	0.003537735849056604	0.0033798456937573066
Dan St. Germain	0.0021685404955281845	0.0010952333429640275	0.0	5	0.28342245989304815	0.00013513168086867682	0.005306603773584905	0.016452496131735984
Bucky Sinister	0.00010845707624969973	0.00014657645686301393	0.0	5	0.32304761904761903	0.0	0.001768867924528302	0.02601786883547109
Anjelah Johnson	0.00010845707624969973	0.0016406801008630575	0.02529586344924223	5	0.34008421896932023	2.014577649328183e-05	0.003537735849056604	0.011876163530381218
Randy Sklar	0.007361191809536011	0.0001013349003693173	0.0	5	0.3697405711794201	0.0001290441866961757	0.005896226415094339	0.0018762508678875753
Dan Lippert	0.00010845707624969973	0.0002564271781418799	0.0	5	0.32868217054263565	3.4916533177614965e-06	0.0023584905660377358	0.0013433994836717115
Pat Barker	0.00010845707624969973	0.0004469796066999478	0.003057548383742406	5	0.2917598486151729	2.135787241832461e-05	0.001768867924528302	0.007771351887803521
Matt Gourley	0.0007611955928294017	0.002912973752757591	0.009320811305056645	5	0.29312132734185964	3.6396479495456946e-05	0.0023584905660377358	0.007803868448555448
Paul F. Tompkins	0.005461271420098949	0.0009618375838896501	0.0	4	0.3523789736131311	0.0005485758851703184	0.004127358490566038	0.10629010112379808
Nick Turner	0.00010845707624969973	5.415360704701646e-05	0.0	5	0.33872578390253644	9.583273114396743e-05	0.003537735849056604	0.015700180652769673
Tyler Oakley	0.00010845707624969973	0.0008558588391181265	0.0	4	0.4088717454194793	0.015461232371960143	0.07311320754716981	0.003591974994374367
Alison Haislip	0.00010845707624969973	8.527718837087455e-05	0.0	5	0.334913112164297	7.921008727273093e-08	0.0023584905660377358	0.14966831999524188
Mike White	0.00010845707624969973	0.0005848350368766717	0.0	5	0.2992237120677488	1.67035430620806e-06	0.001768867924528302	0.00349077743822398
Adam Hunter	0.00010845707624969973	0.0002562687853021796	0.0	4	0.44051948051948053	0.022670924269766024	0.08372641509433962	0.0056394552475617
Dave Sirus	0.00010845707624969973	0.0006900114155653798	0.0018620022379106109	5	0.29954079830448604	0.0	0.001768867924528302	0.02308878421745055
Aubrey Marcus	0.004935504288209924	0.00023200963913663726	0.0	5	0.3158875023281803	1.458414581442079e-07	0.001768867924528302	0.08972712262770895
Dan Carlin	0.00010845707624969973	0.00010506982971597576	0.0	5	0.3385229540918164	0.001275589182799885	0.022995283018867923	0.013917257558352988
Mario Joyner	0.00010845707624969973	0.0002145146827857639	0.0	4	0.41732283464566927	0.029131023083181933	0.0678066037735849	0.0012824553768953095
Amy Schumer	0.00010845707624969973	0.0002564271781418799	0.0	5	0.3305398557786007	5.323203084824295e-06	0.0023584905660377358	0.013725591638471308
Kareem Matthews	0.00010845707624969973	6.709438795932827e-05	0.0	5	0.27716947213596993	1.2649453290628778e-08	0.001768867924528302	0.0012516362371974164
Kate Spencer	0.00010845707624969973	9.179011593708754e-06	0.0	4	0.3585623678646934	7.462168097026602e-08	0.0023584905660377358	0.13947817097854623
Dr. Paul Offit	0.00010845707624969973	1.8611653965479834e-05	0.0	4	0.36162046908315565	5.3890185840224015e-05	0.0047169811320754715	0.005936758895724802
Stan Tatkin	0.00010845707624969973	0.00017761825492404072	0.0	5	0.34076753064094834	3.233697559431985e-05	0.004127358490566038	0.01895589855049729
Josh Androsky	0.00010845707624969973	0.002780054944461414	0.0	5	0.3563773902080269	0.005750554724115617	0.028891509433962265	0.004411312843642397
Beth Stelling	0.00010845707624969973	0.0008314794335894382	0.0	5	0.32671932190329417	3.950067839967296e-05	0.0029481132075471696	0.004300364466190452
Dominic Dierkes	0.00010845707624969973	0.00046570361082827255	0.0	5	0.3409045226130653	5.797666091538191e-09	0.001768867924528302	0.0046594517325530445
Colton Dunn	0.00010845707624969973	0.00018068871493925285	0.0015663184454008192	5	0.3158875023281803	1.458414581442079e-07	0.001768867924528302	0.0056394552475617
Dave Rubin	0.0014237377105095225	9.750808970125081e-05	0.0	5	0.2896174863387978	1.0456640842567375e-05	0.001768867924528302	0.00010877419132658812
Too $hort	0.00010845707624969973	5.690190290536295e-06	0.0	6	0.23830265561332023	1.786317144201997e-05	0.001768867924528302	0.0006841082042902494
Janet Mock	0.00010845707624969973	0.001448745204120605	0.0	5	0.2821963394342762	1.6314096109993102e-05	0.001768867924528302	0.004363060550407542
Shane Torres	0.00010845707624969973	0.0010698323693948124	0.0	5	0.310054844606947	1.3146351602575428e-05	0.0023584905660377358	0.04630775675866531
Robert Buscemi	0.00010845707624969973	0.00042357014844802087	0.0	4	0.3773920783266578	0.00011547504231186125	0.009433962264150943	0.013991627534812983
Neil Berkeley	0.00010845707624969973	6.325832247814466e-05	0.0	5	0.32830042586140146	1.568875503295976e-05	0.0029481132075471696	0.008542439084610595
Neil Strauss	0.00010845707624969973	0.0004170216649149241	0.0	5	0.3158875023281803	1.458414581442079e-07	0.001768867924528302	0.009820694558807096
Jared Freid	0.00010845707624969973	4.6518650717653776e-05	0.0	5	0.3315089913995309	4.001304370884108e-06	0.0023584905660377358	0.0037928180555324613
John Dodson	0.00010845707624969973	0.0007380909121611901	0.0	4	0.3471852610030706	0.010006339268636328	0.030070754716981132	0.0011111621354573747
Tom Snyder	0.00010845707624969973	0.0015632440137806473	0.0	5	0.31683168316831684	5.77124224034533e-05	0.001768867924528302	0.02234855635298014
Jared Logan	0.00010845707624969973	0.0005945814172832253	0.0	5	0.29388320914919425	2.86386568803116e-05	0.001768867924528302	0.01715042118162675
Jimmy Kimmel	0.00010845707624969973	0.00012401584175655264	0.0	5	0.3355093966369931	3.120897206842397e-05	0.0047169811320754715	0.007924552307041602
Rosebud Baker	0.00010845707624969973	0.0010352615032478243	0.0	5	0.3546633207862819	3.4916533177614965e-06	0.0029481132075471696	0.0014489323889176223
Megan Gailey	0.00010845707624969973	0.0004877374551763099	0.0	5	0.34457537586347015	0.0	0.001768867924528302	0.0078947168149252
Helen Hong	0.00010845707624969973	0.000741595883947764	0.0	5	0.2604022723783203	0.0	0.001768867924528302	0.002102883448487842
Elizabeth Gilbert	0.00010845707624969973	0.0029449408425636443	0.0	5	0.33872578390253644	9.583273114396743e-05	0.003537735849056604	0.011793937749818306
Ron Funches	0.00010845707624969973	3.4517446903420285e-05	0.0	5	0.3235406333460511	5.580657531542393e-07	0.001768867924528302	0.02673043971262171
Robert Thurman	0.00010845707624969973	0.00012200023064443715	0.0	5	0.29843392574344535	2.5036106924175376e-06	0.001768867924528302	0.010202744745331383
David Faustino	0.00010845707624969973	0.0004727623974813921	0.0	5	0.3558539655895929	7.340948692745914e-05	0.004127358490566038	0.002491158860136161
Jake Fogelnest	0.00010845707624969973	3.655687455067337e-05	0.0	5	0.34897119341563787	3.309725333103317e-07	0.001768867924528302	0.016936173612457733
Meditation	0.00010845707624969973	0.00029027909640447105	0.0	5	0.3621610079009182	1.7844252490285516e-05	0.005306603773584905	0.007542167092640818
Jordan Peterson	0.00010845707624969973	0.0005657696159869955	0.0	4	0.36821537125488496	0.001831943353765033	0.004127358490566038	0.011840537757938778
Jesse Popp	0.00010845707624969973	0.0007380909121611901	0.0	5	0.29403606102635227	1.666189263920395e-05	0.0023584905660377358	0.052309212265869626
Alison Becker	0.00010845707624969973	0.0014811679490956502	0.0	5	0.3271604938271605	5.207579769760444e-05	0.005306603773584905	0.000951245253337808
Gareth Reynolds	0.00010845707624969973	9.321220805090538e-05	0.0	5	0.33125	2.9013261867161624e-05	0.001768867924528302	0.0032456317360222598
Tyler Henry	0.00010845707624969973	4.5625606623815366e-05	0.0	5	0.3516483516483517	0.00023349853379871094	0.0023584905660377358	0.011533780358911911
JP Sears	0.00010845707624969973	0.0038858986625288014	0.0	4	0.39905882352941174	0.0002295346992806484	0.010023584905660377	0.0005915847668356236
Jonah Ray	0.00010845707624969973	0.000971795617060482	0.0	5	0.2848026868178002	2.2383731652547178e-05	0.0029481132075471696	0.005995718775242286
Sarah Colonna	0.00010845707624969973	8.8045242066224e-06	0.0	5	0.29459788084071564	9.967407998135771e-06	0.001768867924528302	0.009927878546630247
NBA TV's Kristen Ledlow	0.00010845707624969973	0.0007973084370795259	0.0	5	0.3355093966369931	3.5504812585693346e-06	0.0029481132075471696	0.011793937749818306
Josie Long	0.00010845707624969973	0.0006511275542943075	0.0	5	0.2707535121328225	5.548940639002824e-05	0.001768867924528302	0.02874703629253615
Charlie Day	0.00010845707624969973	0.0026972573771763403	0.003716324522800119	5	0.3340555446129604	0.000916713575794267	0.006485849056603773	0.0022400476972164163
Brody Stevens	0.0019798751985691085	0.0005348836947198901	0.0	5	0.3409045226130653	5.797666091538191e-09	0.001768867924528302	0.00128710982230776
Brian Moote	0.00010845707624969973	9.831697428356153e-05	0.0	5	0.34897119341563787	3.309725333103317e-07	0.001768867924528302	0.06943304316330384
Roshi Joan Halifax	0.00010845707624969973	0.0005656429689671179	0.0	5	0.3520863608054806	3.43312782974551e-05	0.006485849056603773	0.016181526960437648
Chris Harris	0.00010845707624969973	0.000421640796886852	0.0	5	0.2963480691944784	6.304802263386635e-05	0.0029481132075471696	0.00015141512664143
Jamie Kennedy	0.00010845707624969973	0.0002115587862303635	0.0	5	0.2892223738062756	3.4438068501570184e-05	0.003537735849056604	0.013127856918323027
Demetrious Johnson	0.00010845707624969973	8.8045242066224e-06	0.0	4	0.40593585447582575	0.0008659144601383276	0.01474056603773585	0.011123220743293258
Danny Chau	0.00010845707624969973	0.0001849778086969144	0.0	5	0.3585623678646934	2.8580836494820267e-05	0.0029481132075471696	0.06420167470633503
Steve	0.00010845707624969973	0.00043147275971517084	0.0	6	0.2248442264351054	1.9743403446859783e-07	0.004127358490566038	0.008601358699120406
Merlin Mann	0.00010845707624969973	0.0004928491092199221	0.0	4	0.33524411939118404	1.3593351244078912e-05	0.003537735849056604	0.0022648581765765986
Ben Gleib	0.00010845707624969973	0.0007005697890567296	0.0	5	0.3473986071282261	1.1264947953695481e-05	0.0023584905660377358	0.009833251167704511
Will Miles	0.00010845707624969973	0.0009138760515387295	0.0	4	0.419283065512979	0.006038340199486286	0.026533018867924526	0.009042137908009484
Ron White	0.00010845707624969973	0.0002149361683349685	0.0	5	0.3045430059256599	3.7204274384202293e-09	0.001768867924528302	0.0045193428491043545
Gary Vaynerchuk	0.00010845707624969973	0.0003297532266278992	0.0	5	0.3033989266547406	4.156239747412438e-06	0.001768867924528302	0.00015141512664143
Tamer Kattan	0.00010845707624969973	0.000609783536080132	0.0	4	0.3449959316517494	2.381307963389813e-05	0.001768867924528302	0.005349155195812606
Eric Andre	0.00010845707624969973	0.00013154306370549208	0.0	5	0.3347808922226609	0.00011489838144511429	0.003537735849056604	0.006531093557180061
Tony Rock	0.00010845707624969973	0.0001432557504569731	0.0	5	0.3231707317073171	1.1595332183076382e-08	0.001768867924528302	0.00912564723495186
Craig Cackowski	0.00010845707624969973	6.086835834650265e-05	0.0	6	0.2248442264351054	1.9743403446859783e-07	0.004127358490566038	0.009956835393227715
Sean Penn	0.00010845707624969973	0.00010353477575356363	0.0	5	0.31945752495761914	0.0006851727184498076	0.0029481132075471696	0.018028679759515647
Josh Peck	0.00010845707624969973	0.0009414245854369088	0.0	5	0.3115928715781738	0.0003408219226801563	0.001768867924528302	0.0038133752108629212
Allen Strickland Williams	0.00010845707624969973	0.0004327010334546484	0.0	5	0.3416599516518936	5.836596329396434e-06	0.0023584905660377358	0.007231246034866587
Justin McElroy	0.00010845707624969973	0.0008263699675283737	0.0	5	0.31606410734252705	7.5861749458454155e-06	0.0023584905660377358	0.012882001735086166
Esther Ku	0.00010845707624969973	5.3945883646824474e-05	0.0	5	0.3522326064382139	5.938706693240593e-06	0.0047169811320754715	0.005337407843535947
Kara Brown	0.00010845707624969973	0.00010026103742535717	0.0	5	0.3330714846818539	0.00019367887787674317	0.003537735849056604	0.003291793014525966
Freddie Gibbs	0.00010845707624969973	0.0003556972518967531	0.0	5	0.32109049602423323	1.915034240580702e-06	0.0023584905660377358	0.001776955635200117
Nick Rutherford	0.00010845707624969973	0.0004139340995154382	0.0	5	0.35496023440770197	2.7937242872029946e-05	0.0029481132075471696	0.0026813560466064403
Alex Winter	0.00010845707624969973	0.0012121202554016156	0.0	4	0.3266563944530046	7.661303839210145e-05	0.0023584905660377358	0.014453741068041901
Sean Conroy	0.00010845707624969973	0.0017893527749254707	0.00525008713749217	5	0.2946490618485059	6.32472664531439e-08	0.0023584905660377358	0.0067397020095392385
Paul Scheer	0.002332182783343422	0.00026088382243858816	0.0	4	0.314248656661108	2.840991185811447e-05	0.001768867924528302	0.0168651096127748
Sam Simmons	0.00010845707624969973	6.0551751343966606e-05	0.0	5	0.30086925669682457	7.96329566950701e-05	0.0023584905660377358	0.0018990452435716707
Julia Stiles	0.00010845707624969973	0.0008558588391181265	0.0	5	0.3313794450957405	2.859821778939721e-07	0.0023584905660377358	0.003828474235226089
Doree Shafrir	0.00010845707624969973	0.00029834160529431357	0.0	4	0.3228631258328574	2.9289123008018912e-05	0.001768867924528302	0.008981880027319925
Graham Hancock	0.00010845707624969973	7.388000973327874e-05	0.0	5	0.35894179894179895	0.0003208441339575859	0.005306603773584905	0.007401087149608047
Mick Garris	0.00010845707624969973	9.78730850267276e-05	0.0	4	0.46708895621041036	0.12267674427113916	0.1497641509433962	0.02106067179099703
Chris Rock	0.00010845707624969973	0.0003746658656885956	0.00022333352074542552	5	0.31861732105955287	0.0008195702379268698	0.0029481132075471696	0.05659150307385295
Dax Shepard	0.001147084510740213	0.0013513235048864959	0.0	5	0.3269082498072475	8.604659815171888e-06	0.0029481132075471696	0.005688372727332593
Chris Gethard	0.00010845707624969973	0.0007246948671326482	0.0	5	0.3531861724281549	0.0	0.001768867924528302	0.0014030503246152837
Pete Davidson	0.00010845707624969973	0.0007220633987837157	0.0	5	0.3516483516483517	4.571542233564335e-05	0.004127358490566038	0.013725591638471308
Drennon Davis	0.00010845707624969973	0.000512138150766615	0.0	4	0.4018005212035063	0.011164064750415132	0.04186320754716981	0.005806775156067138
Danny Lobell	0.00010845707624969973	0.0006194579651836307	0.0	5	0.31553488372093025	1.0082897550501202e-08	0.001768867924528302	0.002750576953765735
Bronston Jones	0.00010845707624969973	0.0005925606285397999	0.0	5	0.29583115297401014	1.0185532430685129e-05	0.001768867924528302	0.004414590377520272
Kevin Avery	0.00010845707624969973	8.8045242066224e-06	0.0	4	0.3585623678646934	7.462168097026602e-08	0.0023584905660377358	0.0077555749924697655
Haralabos Voulgaris after a long hiatus from the podcasting world	0.00010845707624969973	0.0002524830790312687	0.0	5	0.32855482371173966	1.0937119309866452e-05	0.0023584905660377358	0.02615785076139041
Chris Hadfield	0.00010845707624969973	0.000131142467640988	0.0	5	0.2967629046369204	4.696526023770556e-06	0.001768867924528302	0.013168974466170732
Forrest Shaw	0.00010845707624969973	0.0008176596321181795	0.0	5	0.3148904567396955	8.484389402251012e-09	0.001768867924528302	0.01099628335025695
DeAnne Smith	0.00010845707624969973	0.0003695271590394397	0.0	5	0.3487559119884845	0.00013719869668101732	0.005306603773584905	0.012107064894360422
Jessica Chobot	0.00010845707624969973	0.0009079106165741274	0.0	4	0.38345014695907753	0.0009266137640434555	0.0076650943396226415	0.010579206257665265
Henry Rollins	0.00010845707624969973	9.720237893028298e-05	0.0	5	0.3525254624818125	5.580657531542393e-07	0.0023584905660377358	0.012448820657648858
Ram Dass	0.00010845707624969973	0.00041679213981115276	0.0	5	0.32559032443847186	4.588406302464923e-09	0.001768867924528302	0.00015141512664143
Joe Lynch	0.00010845707624969973	0.00021897568389943206	0.0	5	0.3461931006327822	5.482169421863102e-05	0.0047169811320754715	0.004476543508183274
Dr. Dan Engle	0.00010845707624969973	0.0010952333429640275	0.0	5	0.3172465394687617	2.3984343361269934e-05	0.0029481132075471696	0.003684722238052461
Janine Brito	0.00010845707624969973	0.0005623797820019694	0.0	5	0.3375796178343949	3.397431980998838e-05	0.003537735849056604	0.011500764406695181
Mark Ellis	0.00010845707624969973	0.0007138973049833811	0.0	6	0.2248442264351054	1.9743403446859783e-07	0.004127358490566038	0.008184382447030578
Wyatt Cenac	0.00010845707624969973	0.0004991214981306237	0.0	4	0.30965857221106446	2.8508206611959602e-05	0.001768867924528302	0.015717362436217675
Kyle Cease	0.00010845707624969973	0.00019473489864556737	0.0	5	0.3385229540918164	0.00010470275362579557	0.0023584905660377358	0.002289139437987512
Lance Armstrong	0.00010845707624969973	0.0005685570246563124	0.0	5	0.3016720028459623	1.8555668789270572e-06	0.001768867924528302	0.0076108318402419274
David O'Doherty	0.00010845707624969973	0.001789446350223399	0.0	5	0.3167725065371685	2.3829942291963347e-07	0.0023584905660377358	0.004055784224290577
Solomon Georgio	0.00010845707624969973	0.0004694974089495742	0.0	5	0.3398797595190381	0.0	0.0023584905660377358	0.015700180652769673
Sarah Jessica Parker	0.00010845707624969973	0.00150521848770791	0.0	4	0.3838841104572205	0.0006683945068092246	0.004127358490566038	0.012363932123246641
Aparna Nancherla	0.00010845707624969973	0.0001905633677770015	4.201310484358438e-05	5	0.3056406559740494	5.339172474314886e-05	0.0023584905660377358	0.016270460001731286
Chris Kresser	0.00013812557317513066	8.179104831590754e-05	0.0	5	0.34471544715447155	2.4974797329911217e-06	0.001768867924528302	0.009024520099228451
Steven Weber	0.00010845707624969973	0.0017649507103022495	0.0024407934279246806	5	0.3212121212121212	0.0	0.001768867924528302	0.0036399828371507306
Jim Norton	0.004379929697852203	0.0005205985925072165	0.0	5	0.334913112164297	7.921008727273093e-08	0.0023584905660377358	0.010962630378578126
Jamie Kaler	0.00010845707624969973	0.00023373907634962403	0.0	5	0.34605182615792696	3.328171662298784e-05	0.004127358490566038	0.026694646362781328
Michael Shermer	0.00010845707624969973	3.609264501918561e-05	0.0	4	0.35113871635610766	0.00022020909311169174	0.005896226415094339	0.007290559248488004
Killer Mike	0.00010845707624969973	0.0005875273286577424	0.0	4	0.3507030603804797	0.0001261500648441099	0.001768867924528302	0.02272058449816849
Keith Carey	0.00010845707624969973	0.0014364455449451389	0.0	5	0.3236641221374046	4.360539019694179e-05	0.001768867924528302	0.003764930561135056
